at 2024-11-17 00:07:33.836778 with bounding box (np.float64(153.41031979956583), np.float64(310.4635472835144), np.float64(253.03299539096264), np.float64(560.1580188171716))
Violation by ID 2 (photo_near) at 2024-11-17 00:07:33.845293 with bounding box (np.float64(153.41031979956583), np.float64(310.4635472835144), np.float64(253.03299539096264), np.float64(560.1580188171716))
Violation by ID 1 (Unknown) at 2024-11-17 00:07:45.479727 with bounding box (np.float64(301.55068042771336), np.float64(327.69864964283215), np.float64(411.05323949181474), np.float64(612.0089824575964))
Violation by ID 1 (photo_near) at 2024-11-17 00:07:45.487756 with bounding box (np.float64(301.55068042771336), np.float64(327.69864964283215), np.float64(411.05323949181474), np.float64(612.0089824575964))
Violation by ID 1 (Unknown) at 2024-11-17 00:08:46.607070 with bounding box (np.float64(323.4528745491754), np.float64(243.71842872057664), np.float64(454.32455723243976), np.float64(585.8960694521384))
Violation by ID 1 (photo_near) at 2024-11-17 00:08:46.614598 with bounding box (np.float64(323.4528745491754), np.float64(243.71842872057664), np.float64(454.32455723243976), np.float64(585.8960694521384))
Violation by ID 1 (21050051_Pham_Le_Hoang) at 2024-11-17 00:10:04.105809 with bounding box (np.float64(181.06142693444085), np.float64(76.66577078490832), np.float64(351.1848370805593), np.float64(628.4060609086876))
Violation by ID 1 (photo_near) at 2024-11-17 00:10:04.113320 with bounding box (np.float64(181.06142693444085), np.float64(76.66577078490832), np.float64(351.1848370805593), np.float64(628.4060609086876))
Violation by ID 1 (21050051_Pham_Le_Hoang) at 2024-11-17 00:10:06.276415 with bounding box (np.float64(161.63409163282967), np.float64(76.20028975881718), np.float64(333.5623755715605), np.float64(628.8564971949941))
Violation by ID 1 (photo_2s_later) at 2024-11-17 00:10:06.283432 with bounding box (np.float64(161.63409163282967), np.float64(76.20028975881718), np.float64(333.5623755715605), np.float64(628.8564971949941))
Violation by ID 2 (Unknown) at 2024-11-17 20:59:59.204183 with bounding box (np.float64(153.47410929504164), np.float64(310.4635305877155), np.float64(252.96916590394977), np.float64(560.1582454121199))
Violation by ID 2 (photo_near) at 2024-11-17 20:59:59.212131 with bounding box (np.float64(153.47410929504164), np.float64(310.4635305877155), np.float64(252.96916590394977), np.float64(560.1582454121199))
Violation by ID 2 (Unknown) at 2024-11-17 21:00:05.761633 with bounding box (np.float64(62.24711712580792), np.float64(332.44293981825643), np.float64(194.72270035787886), np.float64(572.7625336723361))
Violation by ID 2 (photo_near) at 2024-11-17 21:00:05.770655 with bounding box (np.float64(62.24711712580792), np.float64(332.44293981825643), np.float64(194.72270035787886), np.float64(572.7625336723361))
Violation by ID 1 (Unknown) at 2024-11-17 21:00:12.456492 with bounding box (np.float64(301.5543687198704), np.float64(327.6986273386583), np.float64(411.04964334077016), np.float64(612.0089181617094))
Violation by ID 1 (photo_near) at 2024-11-17 21:00:12.464500 with bounding box (np.float64(301.5543687198704), np.float64(327.6986273386583), np.float64(411.04964334077016), np.float64(612.0089181617094))
Violation by ID 1 (Unknown) at 2024-11-28 18:56:47.076018 with bounding box (301.53724422309296, 327.6986273386534, 411.0667678375495, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 18:56:47.086019 with bounding box (301.53724422309296, 327.6986273386534, 411.0667678375495, 612.0089181617059)
Violation by ID 4 (Unknown) at 2024-11-28 18:58:55.386875 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 4 (photo_near) at 2024-11-28 18:58:55.397028 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 4 (Unknown) at 2024-11-28 18:58:59.221066 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 4 (photo_near) at 2024-11-28 18:58:59.231064 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 18:59:03.012067 with bounding box (301.53041937158343, 327.6986273386534, 411.07359268905896, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 18:59:03.022070 with bounding box (301.53041937158343, 327.6986273386534, 411.07359268905896, 612.0089181617059)
Violation by ID 1 (Unknown) at 2024-11-28 19:18:32.046864 with bounding box (301.4622248185804, 327.6914113199423, 411.185584412902, 612.0088096561157)
Violation by ID 1 (photo_near) at 2024-11-28 19:18:32.056862 with bounding box (301.4622248185804, 327.6914113199423, 411.185584412902, 612.0088096561157)
Violation by ID 2 (Unknown) at 2024-11-28 19:25:00.465114 with bounding box (148.13659387452014, 310.17314680529216, 258.5920142908808, 560.2081824841086)
Violation by ID 2 (photo_near) at 2024-11-28 19:25:00.475658 with bounding box (148.13659387452014, 310.17314680529216, 258.5920142908808, 560.2081824841086)
Violation by ID 2 (Unknown) at 2024-11-28 19:25:04.672233 with bounding box (61.64369229538214, 332.42009153763365, 195.18244383753148, 572.7475111240221)
Violation by ID 2 (photo_near) at 2024-11-28 19:25:04.682235 with bounding box (61.64369229538214, 332.42009153763365, 195.18244383753148, 572.7475111240221)
Violation by ID 1 (Unknown) at 2024-11-28 19:25:08.428971 with bounding box (301.5480878302564, 327.6984639624745, 411.0553413297039, 612.0086831978499)
Violation by ID 1 (photo_near) at 2024-11-28 19:25:08.438991 with bounding box (301.5480878302564, 327.6984639624745, 411.0553413297039, 612.0086831978499)
Violation by ID 3 (Unknown) at 2024-11-28 19:26:40.708134 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-11-28 19:26:40.716135 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (Unknown) at 2024-11-28 19:26:44.116346 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 3 (photo_near) at 2024-11-28 19:26:44.126081 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 19:26:47.564776 with bounding box (301.535436267272, 327.6986273386534, 411.06857579337037, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-28 19:26:47.572781 with bounding box (301.535436267272, 327.6986273386534, 411.06857579337037, 612.0089181617059)
Violation by ID 2 (Unknown) at 2024-11-28 23:49:45.353461 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 23:49:45.361314 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 23:49:48.503160 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 23:49:48.511214 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 23:49:51.401687 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 23:49:51.408890 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-29 00:14:37.091004 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-29 00:14:37.101017 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-29 00:14:40.237981 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-29 00:14:40.246524 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-29 00:14:43.188518 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-29 00:14:43.188518 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-29 00:22:28.819541 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-29 00:22:28.825778 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-29 00:22:31.895649 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-29 00:22:31.905666 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-29 00:22:34.892075 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-29 00:22:34.902081 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-29 09:28:39.199684 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-29 09:28:39.203681 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-29 09:28:42.321947 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-29 09:28:42.326966 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-29 09:28:45.466752 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-29 09:28:45.476778 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 3 (Unknown) at 2024-11-29 09:29:31.050217 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-11-29 09:29:31.057059 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (Unknown) at 2024-11-29 09:29:34.004324 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 3 (photo_near) at 2024-11-29 09:29:34.008323 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-29 09:29:36.812746 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-29 09:29:36.820040 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 2 (Unknown) at 2024-11-29 09:46:06.390769 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-29 09:46:06.401197 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-29 09:46:09.632650 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-29 09:46:09.642652 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-29 09:46:12.628514 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-29 09:46:12.638019 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-29 10:14:57.270725 with bounding box (148.13659387452014, 310.17314680529216, 258.5920142908808, 560.2081824841086)
Violation by ID 2 (photo_near) at 2024-11-29 10:14:57.279284 with bounding box (148.13659387452014, 310.17314680529216, 258.5920142908808, 560.2081824841086)
Violation by ID 2 (Unknown) at 2024-11-29 12:34:02.760716 with bounding box (154.47885070492788, 315.56622138166904, 278.92794295792584, 562.2400768496228)
Violation by ID 2 (photo_near) at 2024-11-29 12:34:02.776338 with bounding box (154.47885070492788, 315.56622138166904, 278.92794295792584, 562.2400768496228)
Violation by ID 1 (Unknown) at 2024-11-29 12:34:12.319383 with bounding box (302.14483962243025, 327.8043582038973, 410.4337373567188, 612.0350717776655)
Violation by ID 1 (photo_near) at 2024-11-29 12:34:12.319383 with bounding box (302.14483962243025, 327.8043582038973, 410.4337373567188, 612.0350717776655)
Violation by ID 2 (Unknown) at 2024-11-29 12:35:20.657171 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-29 12:35:20.657171 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-29 12:35:23.241326 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-29 12:35:23.241326 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-29 12:35:25.879486 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-29 12:35:25.895111 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 3 (Unknown) at 2024-11-29 12:36:09.238997 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-11-29 12:36:09.238997 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (Unknown) at 2024-11-29 12:36:11.888996 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 3 (photo_near) at 2024-11-29 12:36:11.890502 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-29 12:36:14.558815 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-29 12:36:14.574441 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 4 (Unknown) at 2024-11-29 12:41:31.919071 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 4 (photo_near) at 2024-11-29 12:41:31.934700 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 4 (Unknown) at 2024-11-29 12:41:34.891703 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 4 (photo_near) at 2024-11-29 12:41:34.908568 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-29 12:41:37.775459 with bounding box (301.5353137096202, 327.6986273386534, 411.06869835102214, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-29 12:41:37.791085 with bounding box (301.5353137096202, 327.6986273386534, 411.06869835102214, 612.0089181617059)
Violation by ID 2 (Unknown) at 2024-11-29 20:29:39.172930 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-29 20:29:39.183005 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-29 20:29:41.956845 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-29 20:29:41.956845 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-29 20:29:44.538079 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-29 20:29:44.541589 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-30 12:33:42.351363 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-30 12:33:42.361362 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-30 12:33:45.550529 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-30 12:33:45.560530 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-30 12:33:48.695999 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-30 12:33:48.706000 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-12-02 13:59:51.961844 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-12-02 13:59:51.971880 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-12-02 13:59:55.453838 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-12-02 13:59:55.453838 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (Unknown) at 2024-12-02 14:09:30.557537 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-12-02 14:09:30.565052 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-12-02 14:09:33.433723 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-12-02 14:09:33.433723 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-12-02 14:09:36.094416 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-12-02 14:09:36.102583 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 3 (Unknown) at 2024-12-02 14:10:13.509003 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-12-02 14:10:13.518085 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (Unknown) at 2024-12-02 14:10:16.357251 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 3 (photo_near) at 2024-12-02 14:10:16.364762 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-12-02 14:10:19.148970 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-12-02 14:10:19.163688 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 2 (Unknown) at 2024-12-02 14:21:26.350835 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-12-02 14:21:26.359438 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-12-02 14:21:29.186460 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-12-02 14:21:29.194768 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-12-02 14:21:31.977955 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-12-02 14:21:31.986157 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-12-02 14:23:37.780681 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-12-02 14:23:37.788201 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-12-02 14:23:40.615286 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-12-02 14:23:40.620846 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (Unknown) at 2024-12-02 14:36:05.263028 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-12-02 14:36:05.274482 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-12-02 14:36:08.044898 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-12-02 14:36:08.055295 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-12-02 14:36:10.789195 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-12-02 14:36:10.797115 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-12-02 14:47:11.080347 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-12-02 14:47:11.087958 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-12-02 14:47:13.883024 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-12-02 14:47:13.894033 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-12-02 14:47:16.600105 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-12-02 14:47:16.600105 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 3 (Unknown) at 2024-12-02 14:50:06.027301 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-12-02 14:50:06.037302 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (Unknown) at 2024-12-02 14:50:08.815389 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 3 (photo_near) at 2024-12-02 14:50:08.815389 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-12-02 14:50:11.533538 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-12-02 14:50:11.541082 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 2 (Unknown) at 2024-12-02 15:06:51.399714 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-12-02 15:06:51.406701 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-12-02 15:06:54.191813 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-12-02 15:06:54.199430 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-12-02 15:06:56.961445 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-12-02 15:06:56.973014 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 3 (Unknown) at 2024-12-02 15:07:51.155753 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-12-02 15:07:51.165760 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (Unknown) at 2024-12-02 15:07:53.968374 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 3 (photo_near) at 2024-12-02 15:07:53.978383 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-12-02 15:07:56.724479 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-12-02 15:07:56.734466 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 2 (Unknown) at 2024-12-02 15:33:19.599303 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-12-02 15:33:19.606831 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-12-02 15:33:22.448897 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-12-02 15:33:22.458898 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-12-02 15:33:25.444634 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-12-02 15:33:25.451643 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 3 (Unknown) at 2024-12-02 15:34:01.605884 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-12-02 15:34:01.611884 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (Unknown) at 2024-12-02 15:34:04.383699 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 3 (photo_near) at 2024-12-02 15:34:04.390213 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-12-02 15:34:07.115478 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-12-02 15:34:07.125478 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 2 (Unknown) at 2024-12-02 15:40:42.940512 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-12-02 15:40:42.947521 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-12-02 15:40:45.978886 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-12-02 15:40:45.985891 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-12-02 15:40:48.984655 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
