at 2024-11-17 00:07:33.836778 with bounding box (np.float64(153.41031979956583), np.float64(310.4635472835144), np.float64(253.03299539096264), np.float64(560.1580188171716))
Violation by ID 2 (photo_near) at 2024-11-17 00:07:33.845293 with bounding box (np.float64(153.41031979956583), np.float64(310.4635472835144), np.float64(253.03299539096264), np.float64(560.1580188171716))
Violation by ID 1 (Unknown) at 2024-11-17 00:07:45.479727 with bounding box (np.float64(301.55068042771336), np.float64(327.69864964283215), np.float64(411.05323949181474), np.float64(612.0089824575964))
Violation by ID 1 (photo_near) at 2024-11-17 00:07:45.487756 with bounding box (np.float64(301.55068042771336), np.float64(327.69864964283215), np.float64(411.05323949181474), np.float64(612.0089824575964))
Violation by ID 1 (Unknown) at 2024-11-17 00:08:46.607070 with bounding box (np.float64(323.4528745491754), np.float64(243.71842872057664), np.float64(454.32455723243976), np.float64(585.8960694521384))
Violation by ID 1 (photo_near) at 2024-11-17 00:08:46.614598 with bounding box (np.float64(323.4528745491754), np.float64(243.71842872057664), np.float64(454.32455723243976), np.float64(585.8960694521384))
Violation by ID 1 (21050051_Pham_Le_Hoang) at 2024-11-17 00:10:04.105809 with bounding box (np.float64(181.06142693444085), np.float64(76.66577078490832), np.float64(351.1848370805593), np.float64(628.4060609086876))
Violation by ID 1 (photo_near) at 2024-11-17 00:10:04.113320 with bounding box (np.float64(181.06142693444085), np.float64(76.66577078490832), np.float64(351.1848370805593), np.float64(628.4060609086876))
Violation by ID 1 (21050051_Pham_Le_Hoang) at 2024-11-17 00:10:06.276415 with bounding box (np.float64(161.63409163282967), np.float64(76.20028975881718), np.float64(333.5623755715605), np.float64(628.8564971949941))
Violation by ID 1 (photo_2s_later) at 2024-11-17 00:10:06.283432 with bounding box (np.float64(161.63409163282967), np.float64(76.20028975881718), np.float64(333.5623755715605), np.float64(628.8564971949941))
Violation by ID 2 (Unknown) at 2024-11-17 20:59:59.204183 with bounding box (np.float64(153.47410929504164), np.float64(310.4635305877155), np.float64(252.96916590394977), np.float64(560.1582454121199))
Violation by ID 2 (photo_near) at 2024-11-17 20:59:59.212131 with bounding box (np.float64(153.47410929504164), np.float64(310.4635305877155), np.float64(252.96916590394977), np.float64(560.1582454121199))
Violation by ID 2 (Unknown) at 2024-11-17 21:00:05.761633 with bounding box (np.float64(62.24711712580792), np.float64(332.44293981825643), np.float64(194.72270035787886), np.float64(572.7625336723361))
Violation by ID 2 (photo_near) at 2024-11-17 21:00:05.770655 with bounding box (np.float64(62.24711712580792), np.float64(332.44293981825643), np.float64(194.72270035787886), np.float64(572.7625336723361))
Violation by ID 1 (Unknown) at 2024-11-17 21:00:12.456492 with bounding box (np.float64(301.5543687198704), np.float64(327.6986273386583), np.float64(411.04964334077016), np.float64(612.0089181617094))
Violation by ID 1 (photo_near) at 2024-11-17 21:00:12.464500 with bounding box (np.float64(301.5543687198704), np.float64(327.6986273386583), np.float64(411.04964334077016), np.float64(612.0089181617094))
Violation by ID 2 (Unknown) at 2024-11-25 21:09:36.621492 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-25 21:09:36.634021 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-25 21:09:42.585541 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-25 21:09:42.596601 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-25 21:09:46.312008 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-25 21:09:46.320523 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-25 21:09:50.357636 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-25 21:09:50.364634 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-25 21:09:53.885370 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-25 21:09:53.894382 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-25 21:23:24.748383 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-25 21:23:24.756897 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-25 21:23:28.796399 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-25 21:23:28.803406 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-25 21:23:32.596581 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-25 21:23:32.604592 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-25 21:30:12.206280 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-25 21:30:12.213803 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-25 21:32:52.705888 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-25 21:32:52.714254 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-25 21:32:56.622237 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-25 21:32:56.630259 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-25 21:33:00.365589 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-25 21:33:00.373088 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-25 21:33:48.220773 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-25 21:33:48.228288 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-25 21:33:51.890261 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-25 21:33:51.898492 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-25 21:33:55.798408 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-25 21:33:55.805922 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-25 21:45:48.085569 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-25 21:45:48.092571 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-25 21:45:52.294618 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-25 21:45:52.301605 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (Unknown) at 2024-11-25 21:53:46.576562 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-25 21:53:46.586626 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-25 21:53:50.159749 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-25 21:53:50.167257 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-25 21:53:53.687159 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-25 21:53:53.695671 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-25 22:01:03.085845 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-25 22:01:03.096925 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-25 22:01:06.400818 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-25 22:01:06.408327 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-25 22:01:09.755858 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-25 22:01:09.763381 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-25 22:03:11.648199 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-25 22:03:11.655719 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-25 22:03:15.542402 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-25 22:03:15.550398 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-25 22:03:19.677279 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-25 22:03:19.684815 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-25 22:07:11.033109 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-25 22:07:11.042624 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-25 22:07:14.805256 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-25 22:07:14.813778 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-25 22:07:18.485816 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-25 22:07:18.495496 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-25 22:08:04.428829 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-25 22:08:04.435857 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-25 22:08:08.615725 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-25 22:08:08.622725 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-25 22:08:12.555848 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-25 22:08:12.562848 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-25 22:12:05.345589 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-25 22:12:05.356928 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-25 22:12:09.568271 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-25 22:12:09.575793 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-25 22:12:13.656381 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-25 22:12:13.663889 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-25 22:14:15.270387 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-25 22:14:15.276902 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-25 22:14:19.083282 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-25 22:14:19.092156 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (Unknown) at 2024-11-26 16:09:00.613081 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-26 16:09:00.623083 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-26 16:09:04.803403 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-26 16:09:04.813407 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-26 16:09:08.760087 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-26 16:09:08.767980 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-26 16:11:03.401799 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-26 16:11:03.412893 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-26 16:11:07.341635 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-26 16:11:07.351637 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-26 16:11:11.043780 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-26 16:11:11.043780 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-26 16:14:09.273984 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-26 16:14:09.282056 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-26 16:14:13.088181 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-26 16:14:13.095181 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-26 16:14:16.878562 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-26 16:14:16.888567 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-26 16:33:27.168531 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-26 16:33:27.178533 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-26 16:33:31.051454 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-26 16:33:31.061476 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-26 16:33:35.012782 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-26 16:33:35.013813 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-26 16:51:28.957471 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-26 16:51:28.967478 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-26 16:51:32.580305 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-26 16:51:32.595379 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-26 16:51:35.968827 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-26 16:51:35.978839 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-26 23:36:52.880731 with bounding box (148.13659387452014, 310.17314680529216, 258.5920142908808, 560.2081824841086)
Violation by ID 2 (photo_near) at 2024-11-26 23:36:52.889246 with bounding box (148.13659387452014, 310.17314680529216, 258.5920142908808, 560.2081824841086)
Violation by ID 2 (Unknown) at 2024-11-26 23:36:56.854084 with bounding box (61.9016688436229, 332.43651782984193, 195.00754624514965, 572.7566955036921)
Violation by ID 2 (photo_near) at 2024-11-26 23:36:56.863264 with bounding box (61.9016688436229, 332.43651782984193, 195.00754624514965, 572.7566955036921)
Violation by ID 1 (Unknown) at 2024-11-26 23:37:00.566250 with bounding box (301.5500289359225, 327.6985683452298, 411.05372026298664, 612.0088660343087)
Violation by ID 1 (photo_near) at 2024-11-26 23:37:00.574438 with bounding box (301.5500289359225, 327.6985683452298, 411.05372026298664, 612.0088660343087)
Violation by ID 3 (Unknown) at 2024-11-26 23:39:12.580885 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-11-26 23:39:12.588887 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (Unknown) at 2024-11-26 23:39:16.508420 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 3 (photo_near) at 2024-11-26 23:39:16.516938 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-26 23:39:20.375203 with bounding box (301.53685978173723, 327.6986273386534, 411.0671522789052, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-26 23:39:20.383995 with bounding box (301.53685978173723, 327.6986273386534, 411.0671522789052, 612.0089181617059)
Violation by ID 2 (Unknown) at 2024-11-27 00:04:12.509359 with bounding box (153.53534642599953, 310.4635866362361, 252.91023916088648, 560.1582486267923)
Violation by ID 2 (photo_near) at 2024-11-27 00:04:12.517875 with bounding box (153.53534642599953, 310.4635866362361, 252.91023916088648, 560.1582486267923)
Violation by ID 2 (Unknown) at 2024-11-27 00:04:16.346400 with bounding box (62.22253455731867, 332.442940325304, 194.7473040257197, 572.762533703049)
Violation by ID 2 (photo_near) at 2024-11-27 00:04:16.353836 with bounding box (62.22253455731867, 332.442940325304, 194.7473040257197, 572.762533703049)
Violation by ID 1 (Unknown) at 2024-11-27 00:04:20.089679 with bounding box (301.54933922004574, 327.6986271279161, 411.0546728116539, 612.0089178855478)
Violation by ID 1 (photo_near) at 2024-11-27 00:04:20.096858 with bounding box (301.54933922004574, 327.6986271279161, 411.0546728116539, 612.0089178855478)
Violation by ID 2 (Unknown) at 2024-11-27 11:51:42.371450 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-27 11:51:42.381454 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-27 11:51:46.251230 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-27 11:51:46.261231 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-27 11:51:49.950027 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-27 11:51:49.950027 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 3 (Unknown) at 2024-11-27 12:04:24.485105 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (photo_near) at 2024-11-27 12:04:24.485105 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 3 (Unknown) at 2024-11-27 12:04:28.339317 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 3 (photo_near) at 2024-11-27 12:04:28.355684 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-27 12:04:32.071783 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 1 (photo_near) at 2024-11-27 12:04:32.081787 with bounding box (301.54374252637734, 327.6986273386534, 411.060269534265, 612.0089181617059)
Violation by ID 2 (Unknown) at 2024-11-27 19:21:22.711919 with bounding box (153.4754782323627, 310.46336102072723, 252.9678350511161, 560.1581108368119)
Violation by ID 2 (photo_near) at 2024-11-27 19:21:22.711919 with bounding box (153.4754782323627, 310.46336102072723, 252.9678350511161, 560.1581108368119)
Violation by ID 2 (Unknown) at 2024-11-27 19:21:26.650988 with bounding box (62.22979450253935, 332.4429382759165, 194.7400232879765, 572.7625324483793)
Violation by ID 2 (photo_near) at 2024-11-27 19:21:26.660989 with bounding box (62.22979450253935, 332.4429382759165, 194.7400232879765, 572.7625324483793)
Violation by ID 1 (Unknown) at 2024-11-27 19:21:30.417744 with bounding box (301.55136056451465, 327.6986273204064, 411.05265148168957, 612.0089181506185)
Violation by ID 1 (photo_near) at 2024-11-27 19:21:30.417744 with bounding box (301.55136056451465, 327.6986273204064, 411.05265148168957, 612.0089181506185)
Violation by ID 2 (Unknown) at 2024-11-27 19:40:55.635575 with bounding box (153.40435991875438, 310.46913606228543, 253.03129231708385, 560.1677444949803)
Violation by ID 2 (photo_near) at 2024-11-27 19:40:55.643574 with bounding box (153.40435991875438, 310.46913606228543, 253.03129231708385, 560.1677444949803)
Violation by ID 2 (Unknown) at 2024-11-27 19:40:58.999283 with bounding box (62.214918100874726, 332.4429908043377, 194.7548257432423, 572.7626201023772)
Violation by ID 2 (photo_near) at 2024-11-27 19:40:59.006283 with bounding box (62.214918100874726, 332.4429908043377, 194.7548257432423, 572.7626201023772)
Violation by ID 1 (Unknown) at 2024-11-27 19:41:02.370236 with bounding box (301.5484055700738, 327.69862827283043, 411.0556067689311, 612.0089188417152)
Violation by ID 1 (photo_near) at 2024-11-27 19:41:02.378567 with bounding box (301.5484055700738, 327.69862827283043, 411.0556067689311, 612.0089188417152)
Violation by ID 2 (Unknown) at 2024-11-28 09:33:18.750832 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 09:33:18.763309 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 09:33:22.888040 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 09:33:22.894906 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 09:33:27.603366 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 09:33:27.618988 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-28 09:33:36.846726 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 09:33:36.862336 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 09:33:40.855174 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 09:33:40.870796 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 09:33:44.752791 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 09:33:44.768403 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-28 09:35:51.042754 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 09:35:51.049629 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (Unknown) at 2024-11-28 09:35:57.466236 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 2 (photo_near) at 2024-11-28 09:35:57.473592 with bounding box (62.24711712580792, 332.44293981825643, 194.72270035787886, 572.7625336723361)
Violation by ID 1 (Unknown) at 2024-11-28 09:36:05.332838 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 1 (photo_near) at 2024-11-28 09:36:05.342871 with bounding box (301.5543687198704, 327.6986273386583, 411.04964334077016, 612.0089181617094)
Violation by ID 2 (Unknown) at 2024-11-28 09:36:12.528556 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
Violation by ID 2 (photo_near) at 2024-11-28 09:36:12.543083 with bounding box (153.47410929504164, 310.4635305877155, 252.96916590394977, 560.1582454121199)
